année,pop_id,cha_id,nombre_employe
1997,pop_5,cha_5,47
1998,pop_5,cha_5,61
1999,pop_5,cha_5,68
2000,pop_5,cha_5,88
2001,pop_5,cha_5,95
2002,pop_5,cha_5,95
2003,pop_5,cha_5,98
2004,pop_5,cha_5,100
2005,pop_5,cha_5,99
2006,pop_5,cha_5,108
2007,pop_5,cha_5,107
2008,pop_5,cha_5,114
2009,pop_5,cha_5,86
2010,pop_5,cha_5,92
2011,pop_5,cha_5,110
2012,pop_5,cha_5,101
2013,pop_5,cha_5,102
2014,pop_5,cha_5,110
2015,pop_5,cha_5,107
2016,pop_5,cha_5,106
2017,pop_5,cha_5,122
2018,pop_5,cha_5,117
2019,pop_5,cha_5,118
2020,pop_5,cha_5,103
1982,pop_3,cha_5,3
1983,pop_3,cha_5,2
1984,pop_3,cha_5,3
1985,pop_3,cha_5,2
1986,pop_3,cha_5,4
1987,pop_3,cha_5,3
1988,pop_3,cha_5,4
1989,pop_3,cha_5,5
1990,pop_3,cha_5,5
1991,pop_3,cha_5,5
1992,pop_3,cha_5,3
1993,pop_3,cha_5,3
1994,pop_3,cha_5,5
1995,pop_3,cha_5,6
1996,pop_3,cha_5,6
1997,pop_3,cha_5,7
1998,pop_3,cha_5,9
1999,pop_3,cha_5,8
2000,pop_3,cha_5,13
2001,pop_3,cha_5,16
2002,pop_3,cha_5,12
2003,pop_3,cha_5,17
2004,pop_3,cha_5,23
2005,pop_3,cha_5,30
2006,pop_3,cha_5,31
2007,pop_3,cha_5,28
2008,pop_3,cha_5,33
2009,pop_3,cha_5,28
2010,pop_3,cha_5,30
2011,pop_3,cha_5,36
2012,pop_3,cha_5,35
2013,pop_3,cha_5,39
2014,pop_3,cha_5,37
2015,pop_3,cha_5,45
2016,pop_3,cha_5,54
2017,pop_3,cha_5,69
2018,pop_3,cha_5,70
2019,pop_3,cha_5,74
2020,pop_3,cha_5,68
1982,pop_6,cha_5,5
1983,pop_6,cha_5,3
1984,pop_6,cha_5,4
1985,pop_6,cha_5,2
1986,pop_6,cha_5,1
1987,pop_6,cha_5,2
1988,pop_6,cha_5,2
1989,pop_6,cha_5,1
1990,pop_6,cha_5,1
1991,pop_6,cha_5,3
1992,pop_6,cha_5,3
1993,pop_6,cha_5,3
1994,pop_6,cha_5,4
1995,pop_6,cha_5,5
1996,pop_6,cha_5,4
1997,pop_6,cha_5,3
1998,pop_6,cha_5,8
1999,pop_6,cha_5,6
2000,pop_6,cha_5,4
2001,pop_6,cha_5,13
2002,pop_6,cha_5,11
2003,pop_6,cha_5,10
2004,pop_6,cha_5,10
2005,pop_6,cha_5,11
2006,pop_6,cha_5,15
2007,pop_6,cha_5,18
2008,pop_6,cha_5,15
2009,pop_6,cha_5,13
2010,pop_6,cha_5,15
2011,pop_6,cha_5,17
2012,pop_6,cha_5,18
2013,pop_6,cha_5,17
2014,pop_6,cha_5,18
2015,pop_6,cha_5,21
2016,pop_6,cha_5,29
2017,pop_6,cha_5,37
2018,pop_6,cha_5,37
2019,pop_6,cha_5,28
2020,pop_6,cha_5,27
1982,pop_1,cha_6,145
1983,pop_1,cha_6,143
1984,pop_1,cha_6,133
1985,pop_1,cha_6,136
1986,pop_1,cha_6,130
1987,pop_1,cha_6,139
1988,pop_1,cha_6,150
1989,pop_1,cha_6,156
1990,pop_1,cha_6,134
1991,pop_1,cha_6,110
1992,pop_1,cha_6,101
1993,pop_1,cha_6,102
1994,pop_1,cha_6,108
1995,pop_1,cha_6,119
1996,pop_1,cha_6,131
1997,pop_1,cha_6,145
1998,pop_1,cha_6,164
1999,pop_1,cha_6,181
2000,pop_1,cha_6,170
2001,pop_1,cha_6,153
2002,pop_1,cha_6,162
2003,pop_1,cha_6,175
2004,pop_1,cha_6,185
2005,pop_1,cha_6,219
2006,pop_1,cha_6,220
2007,pop_1,cha_6,236
2008,pop_1,cha_6,233
2009,pop_1,cha_6,233
2010,pop_1,cha_6,226
2011,pop_1,cha_6,234
2012,pop_1,cha_6,232
2013,pop_1,cha_6,247
2014,pop_1,cha_6,211
2015,pop_1,cha_6,223
2016,pop_1,cha_6,223
2017,pop_1,cha_6,234
2018,pop_1,cha_6,251
2019,pop_1,cha_6,252
2020,pop_1,cha_6,264
1982,pop_4,cha_6,26
1983,pop_4,cha_6,32
1984,pop_4,cha_6,29
1985,pop_4,cha_6,34
1986,pop_4,cha_6,34
1987,pop_4,cha_6,35
1988,pop_4,cha_6,39
1989,pop_4,cha_6,44
1990,pop_4,cha_6,42
1991,pop_4,cha_6,36
1992,pop_4,cha_6,36
1993,pop_4,cha_6,36
1994,pop_4,cha_6,37
1995,pop_4,cha_6,35
1996,pop_4,cha_6,45
1997,pop_4,cha_6,45
1998,pop_4,cha_6,45
1999,pop_4,cha_6,50
2000,pop_4,cha_6,61
2001,pop_4,cha_6,59
2002,pop_4,cha_6,57
2003,pop_4,cha_6,71
2004,pop_4,cha_6,92
2005,pop_4,cha_6,102
2006,pop_4,cha_6,103
2007,pop_4,cha_6,105
2008,pop_4,cha_6,103
2009,pop_4,cha_6,110
2010,pop_4,cha_6,116
2011,pop_4,cha_6,117
2012,pop_4,cha_6,135
2013,pop_4,cha_6,133
2014,pop_4,cha_6,120
2015,pop_4,cha_6,116
2016,pop_4,cha_6,115
2017,pop_4,cha_6,111
2018,pop_4,cha_6,136
2019,pop_4,cha_6,141
2020,pop_4,cha_6,162
1982,pop_2,cha_6,1
1983,pop_2,cha_6,1
1984,pop_2,cha_6,1
1985,pop_2,cha_6,1
1986,pop_2,cha_6,0
1987,pop_2,cha_6,0
1988,pop_2,cha_6,3
1989,pop_2,cha_6,3
1990,pop_2,cha_6,4
1991,pop_2,cha_6,2
1992,pop_2,cha_6,6
1993,pop_2,cha_6,3
1994,pop_2,cha_6,4
1995,pop_2,cha_6,6
1996,pop_2,cha_6,4
1997,pop_2,cha_6,6
1998,pop_2,cha_6,8
1999,pop_2,cha_6,9
2000,pop_2,cha_6,6
2001,pop_2,cha_6,4
2002,pop_2,cha_6,9
2003,pop_2,cha_6,7
2004,pop_2,cha_6,5
2005,pop_2,cha_6,8
2006,pop_2,cha_6,7
2007,pop_2,cha_6,12
2008,pop_2,cha_6,7
2009,pop_2,cha_6,7
2010,pop_2,cha_6,9
2011,pop_2,cha_6,14
2012,pop_2,cha_6,11
2013,pop_2,cha_6,16
2014,pop_2,cha_6,21
2015,pop_2,cha_6,21
2016,pop_2,cha_6,27
2017,pop_2,cha_6,19
2018,pop_2,cha_6,18
2019,pop_2,cha_6,30
2020,pop_2,cha_6,23
1982,pop_5,cha_6,1
1983,pop_5,cha_6,0
1984,pop_5,cha_6,2
1985,pop_5,cha_6,1
1986,pop_5,cha_6,1
1987,pop_5,cha_6,1
1988,pop_5,cha_6,1
1989,pop_5,cha_6,2
1990,pop_5,cha_6,1
1991,pop_5,cha_6,2
1992,pop_5,cha_6,3
1993,pop_5,cha_6,3
1994,pop_5,cha_6,4
1995,pop_5,cha_6,5
1996,pop_5,cha_6,3
1997,pop_5,cha_6,4
1998,pop_5,cha_6,3
1999,pop_5,cha_6,6
2000,pop_5,cha_6,5
2001,pop_5,cha_6,4
2002,pop_5,cha_6,7
2003,pop_5,cha_6,6
2004,pop_5,cha_6,4
2005,pop_5,cha_6,5
2006,pop_5,cha_6,3
2007,pop_5,cha_6,4
2008,pop_5,cha_6,7
2009,pop_5,cha_6,4
2010,pop_5,cha_6,3
2011,pop_5,cha_6,9
2012,pop_5,cha_6,15
2013,pop_5,cha_6,15
2014,pop_5,cha_6,16
2015,pop_5,cha_6,13
2016,pop_5,cha_6,15
2017,pop_5,cha_6,17
2018,pop_5,cha_6,22
2019,pop_5,cha_6,27
2020,pop_5,cha_6,18
1982,pop_3,cha_6,0
1983,pop_3,cha_6,0
1984,pop_3,cha_6,0
1985,pop_3,cha_6,0
1986,pop_3,cha_6,0
1987,pop_3,cha_6,0
1988,pop_3,cha_6,0
1989,pop_3,cha_6,0
1990,pop_3,cha_6,0
1991,pop_3,cha_6,0
1992,pop_3,cha_6,1
1993,pop_3,cha_6,0
1994,pop_3,cha_6,0
1995,pop_3,cha_6,0
1996,pop_3,cha_6,0
1997,pop_3,cha_6,0
1998,pop_3,cha_6,1
1999,pop_3,cha_6,0
2000,pop_3,cha_6,1
2001,pop_3,cha_6,1
2002,pop_3,cha_6,1
2003,pop_3,cha_6,0
2004,pop_3,cha_6,0
2005,pop_3,cha_6,0
2006,pop_3,cha_6,0
2007,pop_3,cha_6,0
2008,pop_3,cha_6,0
2009,pop_3,cha_6,0
2010,pop_3,cha_6,0
2011,pop_3,cha_6,0
2012,pop_3,cha_6,0
2013,pop_3,cha_6,0
2014,pop_3,cha_6,0
2015,pop_3,cha_6,0
2016,pop_3,cha_6,0
2017,pop_3,cha_6,0
2018,pop_3,cha_6,0
2019,pop_3,cha_6,1
2020,pop_3,cha_6,0
1982,pop_6,cha_6,0
1983,pop_6,cha_6,0
1984,pop_6,cha_6,0
1985,pop_6,cha_6,0
1986,pop_6,cha_6,0
1987,pop_6,cha_6,0
1988,pop_6,cha_6,0
1989,pop_6,cha_6,0
1990,pop_6,cha_6,0
1991,pop_6,cha_6,0
1992,pop_6,cha_6,0
1993,pop_6,cha_6,0
1994,pop_6,cha_6,0
1995,pop_6,cha_6,0
1996,pop_6,cha_6,0
1997,pop_6,cha_6,0
1998,pop_6,cha_6,0
1999,pop_6,cha_6,0
2000,pop_6,cha_6,0
2001,pop_6,cha_6,0
2002,pop_6,cha_6,0
2003,pop_6,cha_6,0
2004,pop_6,cha_6,0
2005,pop_6,cha_6,0
2006,pop_6,cha_6,0
2007,pop_6,cha_6,0
2008,pop_6,cha_6,0
2009,pop_6,cha_6,0
2010,pop_6,cha_6,0
2011,pop_6,cha_6,0
2012,pop_6,cha_6,1
2013,pop_6,cha_6,0
2014,pop_6,cha_6,0
2015,pop_6,cha_6,0
2016,pop_6,cha_6,1
2017,pop_6,cha_6,1
2018,pop_6,cha_6,0
2019,pop_6,cha_6,1
2020,pop_6,cha_6,0
1982,pop_1,cha_7,1655
1983,pop_1,cha_7,1658
1984,pop_1,cha_7,1513
1985,pop_1,cha_7,1411
1986,pop_1,cha_7,1322
1987,pop_1,cha_7,1214
1988,pop_1,cha_7,1126
1989,pop_1,cha_7,1135
1990,pop_1,cha_7,1140
1991,pop_1,cha_7,1124
1992,pop_1,cha_7,1064
1993,pop_1,cha_7,949
1994,pop_1,cha_7,848
1995,pop_1,cha_7,792
1996,pop_1,cha_7,768
1997,pop_1,cha_7,685
1998,pop_1,cha_7,643
1999,pop_1,cha_7,598
2000,pop_1,cha_7,640
2001,pop_1,cha_7,686
2002,pop_1,cha_7,730
2003,pop_1,cha_7,699
2004,pop_1,cha_7,682
2005,pop_1,cha_7,668
2006,pop_1,cha_7,667
2007,pop_1,cha_7,649
2008,pop_1,cha_7,662
2009,pop_1,cha_7,635
2010,pop_1,cha_7,613
2011,pop_1,cha_7,573
2012,pop_1,cha_7,547
2013,pop_1,cha_7,526
2014,pop_1,cha_7,528
2015,pop_1,cha_7,503
2016,pop_1,cha_7,492
2017,pop_1,cha_7,513
2018,pop_1,cha_7,551
2019,pop_1,cha_7,534
2020,pop_1,cha_7,522
1982,pop_4,cha_7,1344
1983,pop_4,cha_7,1302
1984,pop_4,cha_7,1236
1985,pop_4,cha_7,1194
1986,pop_4,cha_7,1112
1987,pop_4,cha_7,1043
1988,pop_4,cha_7,961
1989,pop_4,cha_7,929
1990,pop_4,cha_7,893
1991,pop_4,cha_7,832
1992,pop_4,cha_7,770
1993,pop_4,cha_7,702
1994,pop_4,cha_7,642
1995,pop_4,cha_7,609
1996,pop_4,cha_7,556
1997,pop_4,cha_7,504
1998,pop_4,cha_7,489
1999,pop_4,cha_7,488
2000,pop_4,cha_7,539
2001,pop_4,cha_7,550
2002,pop_4,cha_7,603
2003,pop_4,cha_7,580
2004,pop_4,cha_7,567
2005,pop_4,cha_7,548
2006,pop_4,cha_7,512
2007,pop_4,cha_7,534
2008,pop_4,cha_7,556
2009,pop_4,cha_7,540
2010,pop_4,cha_7,482
2011,pop_4,cha_7,465
2012,pop_4,cha_7,448
2013,pop_4,cha_7,420
2014,pop_4,cha_7,422
2015,pop_4,cha_7,419
2016,pop_4,cha_7,416
2017,pop_4,cha_7,445
2018,pop_4,cha_7,447
2019,pop_4,cha_7,481
2020,pop_4,cha_7,452
1982,pop_2,cha_7,6879
1983,pop_2,cha_7,6970
1984,pop_2,cha_7,6984
1985,pop_2,cha_7,6992
1986,pop_2,cha_7,7009
1987,pop_2,cha_7,7063
1988,pop_2,cha_7,7099
1989,pop_2,cha_7,7259
1990,pop_2,cha_7,7217
1991,pop_2,cha_7,7340
1992,pop_2,cha_7,7343
1993,pop_2,cha_7,7351
1994,pop_2,cha_7,7370
1995,pop_2,cha_7,7364
1996,pop_2,cha_7,7366
1997,pop_2,cha_7,7284
1998,pop_2,cha_7,7285
1999,pop_2,cha_7,7286
2000,pop_2,cha_7,7396
2001,pop_2,cha_7,7518
2002,pop_2,cha_7,7511
2003,pop_2,cha_7,7389
2004,pop_2,cha_7,7413
2005,pop_2,cha_7,7274
2006,pop_2,cha_7,7196
2007,pop_2,cha_7,7258
2008,pop_2,cha_7,7418
2009,pop_2,cha_7,7247
2010,pop_2,cha_7,7047
2011,pop_2,cha_7,6942
2012,pop_2,cha_7,6877
2013,pop_2,cha_7,6782
2014,pop_2,cha_7,6715
2015,pop_2,cha_7,6589
2016,pop_2,cha_7,6567
2017,pop_2,cha_7,6593
2018,pop_2,cha_7,6541
2019,pop_2,cha_7,6495
2020,pop_2,cha_7,6489
1982,pop_5,cha_7,4624
1983,pop_5,cha_7,4772
1984,pop_5,cha_7,4929
1985,pop_5,cha_7,5051
1986,pop_5,cha_7,5194
1987,pop_5,cha_7,5277
1988,pop_5,cha_7,5386
1989,pop_5,cha_7,5537
1990,pop_5,cha_7,5684
1991,pop_5,cha_7,5843
1992,pop_5,cha_7,5948
1993,pop_5,cha_7,6074
1994,pop_5,cha_7,6136
1995,pop_5,cha_7,6178
1996,pop_5,cha_7,6274
1997,pop_5,cha_7,6214
1998,pop_5,cha_7,6279
1999,pop_5,cha_7,6332
2000,pop_5,cha_7,6380
2001,pop_5,cha_7,6508
2002,pop_5,cha_7,6544
2003,pop_5,cha_7,6523
2004,pop_5,cha_7,6562
2005,pop_5,cha_7,6596
2006,pop_5,cha_7,6612
2007,pop_5,cha_7,6712
2008,pop_5,cha_7,6803
2009,pop_5,cha_7,6724
2010,pop_5,cha_7,6672
2011,pop_5,cha_7,6585
2012,pop_5,cha_7,6520
2013,pop_5,cha_7,6561
2014,pop_5,cha_7,6486
2015,pop_5,cha_7,6400
2016,pop_5,cha_7,6345
2017,pop_5,cha_7,6223
2018,pop_5,cha_7,6311
2019,pop_5,cha_7,6345
2020,pop_5,cha_7,6252
1982,pop_3,cha_7,1796
1983,pop_3,cha_7,1707
1984,pop_3,cha_7,1608
1985,pop_3,cha_7,1616
1986,pop_3,cha_7,1603
1987,pop_3,cha_7,1555
1988,pop_3,cha_7,1552
1989,pop_3,cha_7,1558
1990,pop_3,cha_7,1566
1991,pop_3,cha_7,1530
1992,pop_3,cha_7,1489
1993,pop_3,cha_7,1500
1994,pop_3,cha_7,1467
1995,pop_3,cha_7,1515
1996,pop_3,cha_7,1568
1997,pop_3,cha_7,1639
1998,pop_3,cha_7,1713
1999,pop_3,cha_7,1816
2000,pop_3,cha_7,1906
2001,pop_3,cha_7,2035
2002,pop_3,cha_7,2143
2003,pop_3,cha_7,2221
2004,pop_3,cha_7,2285
2005,pop_3,cha_7,2314
2006,pop_3,cha_7,2328
2007,pop_3,cha_7,2435
2008,pop_3,cha_7,2501
2009,pop_3,cha_7,2534
2010,pop_3,cha_7,2574
2011,pop_3,cha_7,2655
2012,pop_3,cha_7,2785
2013,pop_3,cha_7,2855
2014,pop_3,cha_7,2862
2015,pop_3,cha_7,2901
2016,pop_3,cha_7,2921
2017,pop_3,cha_7,2983
2018,pop_3,cha_7,3059
2019,pop_3,cha_7,3057
2020,pop_3,cha_7,3156
1982,pop_6,cha_7,1210
1983,pop_6,cha_7,1097
1984,pop_6,cha_7,1060
1985,pop_6,cha_7,1073
1986,pop_6,cha_7,1107
1987,pop_6,cha_7,1112
1988,pop_6,cha_7,1111
1989,pop_6,cha_7,1152
1990,pop_6,cha_7,1162
1991,pop_6,cha_7,1145
1992,pop_6,cha_7,1120
1993,pop_6,cha_7,1171
1994,pop_6,cha_7,1212
1995,pop_6,cha_7,1268
1996,pop_6,cha_7,1325
1997,pop_6,cha_7,1404
1998,pop_6,cha_7,1471
1999,pop_6,cha_7,1602
2000,pop_6,cha_7,1730
2001,pop_6,cha_7,1811
2002,pop_6,cha_7,1917
2003,pop_6,cha_7,2092
2004,pop_6,cha_7,2226
2005,pop_6,cha_7,2335
2006,pop_6,cha_7,2401
2007,pop_6,cha_7,2499
2008,pop_6,cha_7,2547
2009,pop_6,cha_7,2640
2010,pop_6,cha_7,2712
2011,pop_6,cha_7,2817
2012,pop_6,cha_7,2955
2013,pop_6,cha_7,3023
2014,pop_6,cha_7,3095
2015,pop_6,cha_7,3175
2016,pop_6,cha_7,3248
2017,pop_6,cha_7,3287
2018,pop_6,cha_7,3327
2019,pop_6,cha_7,3364
2020,pop_6,cha_7,3442
1982,pop_1,cha_8,158
1983,pop_1,cha_8,161
1984,pop_1,cha_8,168
1985,pop_1,cha_8,148
1986,pop_1,cha_8,146
1987,pop_1,cha_8,146
1988,pop_1,cha_8,145
1989,pop_1,cha_8,116
1990,pop_1,cha_8,97
1991,pop_1,cha_8,82
1992,pop_1,cha_8,68
1993,pop_1,cha_8,55
1994,pop_1,cha_8,53
1995,pop_1,cha_8,55
1996,pop_1,cha_8,46
1997,pop_1,cha_8,48
1998,pop_1,cha_8,40
1999,pop_1,cha_8,38
2000,pop_1,cha_8,41
2001,pop_1,cha_8,35
2002,pop_1,cha_8,32
2003,pop_1,cha_8,32
2004,pop_1,cha_8,26
2005,pop_1,cha_8,29
2006,pop_1,cha_8,27
2007,pop_1,cha_8,32
2008,pop_1,cha_8,35
2009,pop_1,cha_8,33
2010,pop_1,cha_8,40
2011,pop_1,cha_8,42
2012,pop_1,cha_8,38
2013,pop_1,cha_8,33
2014,pop_1,cha_8,30
2015,pop_1,cha_8,30
2016,pop_1,cha_8,38
2017,pop_1,cha_8,30
2018,pop_1,cha_8,37
2019,pop_1,cha_8,40
2020,pop_1,cha_8,44
1982,pop_4,cha_8,63
1983,pop_4,cha_8,60
1984,pop_4,cha_8,65
1985,pop_4,cha_8,62
1986,pop_4,cha_8,74
1987,pop_4,cha_8,60
1988,pop_4,cha_8,58
1989,pop_4,cha_8,50
1990,pop_4,cha_8,44
1991,pop_4,cha_8,44
1992,pop_4,cha_8,38
1993,pop_4,cha_8,40
1994,pop_4,cha_8,34
1995,pop_4,cha_8,25
1996,pop_4,cha_8,19
1997,pop_4,cha_8,20
1998,pop_4,cha_8,22
1999,pop_4,cha_8,18
2000,pop_4,cha_8,16
2001,pop_4,cha_8,16
2002,pop_4,cha_8,11
2003,pop_4,cha_8,13
2004,pop_4,cha_8,17
2005,pop_4,cha_8,14
2006,pop_4,cha_8,17
2007,pop_4,cha_8,14
2008,pop_4,cha_8,18
2009,pop_4,cha_8,16
2010,pop_4,cha_8,16
2011,pop_4,cha_8,19
2012,pop_4,cha_8,16
2013,pop_4,cha_8,20
2014,pop_4,cha_8,21
2015,pop_4,cha_8,18
2016,pop_4,cha_8,20
2017,pop_4,cha_8,21
2018,pop_4,cha_8,19
2019,pop_4,cha_8,21
2020,pop_4,cha_8,26
1982,pop_2,cha_8,1416
1983,pop_2,cha_8,1392
1984,pop_2,cha_8,1400
1985,pop_2,cha_8,1400
1986,pop_2,cha_8,1443
1987,pop_2,cha_8,1460
1988,pop_2,cha_8,1489
1989,pop_2,cha_8,1467
1990,pop_2,cha_8,1578
1991,pop_2,cha_8,1569
1992,pop_2,cha_8,1567
1993,pop_2,cha_8,1491
1994,pop_2,cha_8,1489
1995,pop_2,cha_8,1485
1996,pop_2,cha_8,1466
1997,pop_2,cha_8,1428
1998,pop_2,cha_8,1402
1999,pop_2,cha_8,1375
2000,pop_2,cha_8,1300
2001,pop_2,cha_8,1237
2002,pop_2,cha_8,1212
2003,pop_2,cha_8,1174
2004,pop_2,cha_8,1096
2005,pop_2,cha_8,1131
2006,pop_2,cha_8,1220
2007,pop_2,cha_8,1212
2008,pop_2,cha_8,1141
2009,pop_2,cha_8,1191
2010,pop_2,cha_8,1240
2011,pop_2,cha_8,1243
2012,pop_2,cha_8,1195
2013,pop_2,cha_8,1144
2014,pop_2,cha_8,1122
2015,pop_2,cha_8,1089
2016,pop_2,cha_8,1104
2017,pop_2,cha_8,1084
2018,pop_2,cha_8,1093
2019,pop_2,cha_8,1114
2020,pop_2,cha_8,1139
1982,pop_5,cha_8,852
1983,pop_5,cha_8,871
1984,pop_5,cha_8,864
1985,pop_5,cha_8,838
1986,pop_5,cha_8,840
1987,pop_5,cha_8,803
1988,pop_5,cha_8,784
1989,pop_5,cha_8,772
1990,pop_5,cha_8,804
1991,pop_5,cha_8,816
1992,pop_5,cha_8,818
1993,pop_5,cha_8,768
1994,pop_5,cha_8,767
1995,pop_5,cha_8,793
1996,pop_5,cha_8,754
1997,pop_5,cha_8,737
1998,pop_5,cha_8,689
1999,pop_5,cha_8,660
2000,pop_5,cha_8,630
2001,pop_5,cha_8,607
2002,pop_5,cha_8,584
2003,pop_5,cha_8,555
2004,pop_5,cha_8,527
2005,pop_5,cha_8,507
2006,pop_5,cha_8,542
2007,pop_5,cha_8,541
2008,pop_5,cha_8,553
2009,pop_5,cha_8,567
2010,pop_5,cha_8,586
2011,pop_5,cha_8,592
2012,pop_5,cha_8,586
2013,pop_5,cha_8,594
2014,pop_5,cha_8,617
2015,pop_5,cha_8,607
2016,pop_5,cha_8,621
2017,pop_5,cha_8,640
2018,pop_5,cha_8,633
2019,pop_5,cha_8,652
2020,pop_5,cha_8,703
1982,pop_3,cha_8,1050
1983,pop_3,cha_8,1038
1984,pop_3,cha_8,1059
1985,pop_3,cha_8,1002
1986,pop_3,cha_8,982
1987,pop_3,cha_8,947
1988,pop_3,cha_8,926
1989,pop_3,cha_8,903
1990,pop_3,cha_8,870
1991,pop_3,cha_8,796
1992,pop_3,cha_8,776
1993,pop_3,cha_8,716
1994,pop_3,cha_8,713
1995,pop_3,cha_8,660
1996,pop_3,cha_8,673
1997,pop_3,cha_8,667
1998,pop_3,cha_8,670
1999,pop_3,cha_8,684
2000,pop_3,cha_8,693
2001,pop_3,cha_8,707
2002,pop_3,cha_8,746
2003,pop_3,cha_8,751
2004,pop_3,cha_8,750
2005,pop_3,cha_8,749
2006,pop_3,cha_8,754
2007,pop_3,cha_8,734
2008,pop_3,cha_8,715
2009,pop_3,cha_8,747
2010,pop_3,cha_8,805
2011,pop_3,cha_8,821
2012,pop_3,cha_8,839
2013,pop_3,cha_8,835
2014,pop_3,cha_8,872
2015,pop_3,cha_8,886
2016,pop_3,cha_8,909
2017,pop_3,cha_8,893
2018,pop_3,cha_8,927
2019,pop_3,cha_8,980
2020,pop_3,cha_8,943
1982,pop_6,cha_8,581
1983,pop_6,cha_8,623
1984,pop_6,cha_8,646
1985,pop_6,cha_8,602
1986,pop_6,cha_8,568
1987,pop_6,cha_8,567
1988,pop_6,cha_8,561
1989,pop_6,cha_8,535
1990,pop_6,cha_8,511
1991,pop_6,cha_8,486
1992,pop_6,cha_8,468
1993,pop_6,cha_8,415
1994,pop_6,cha_8,403
1995,pop_6,cha_8,377
1996,pop_6,cha_8,352
1997,pop_6,cha_8,336
1998,pop_6,cha_8,343
1999,pop_6,cha_8,359
2000,pop_6,cha_8,346
2001,pop_6,cha_8,348
2002,pop_6,cha_8,362
2003,pop_6,cha_8,372
2004,pop_6,cha_8,345
2005,pop_6,cha_8,364
2006,pop_6,cha_8,377
2007,pop_6,cha_8,356
2008,pop_6,cha_8,352
2009,pop_6,cha_8,331
2010,pop_6,cha_8,351
2011,pop_6,cha_8,364
2012,pop_6,cha_8,367
2013,pop_6,cha_8,367
2014,pop_6,cha_8,400
2015,pop_6,cha_8,419
2016,pop_6,cha_8,436
2017,pop_6,cha_8,441
2018,pop_6,cha_8,439
2019,pop_6,cha_8,473
2020,pop_6,cha_8,494
1975,pop_1,cha_9,2462
1976,pop_1,cha_9,2404
1977,pop_1,cha_9,2333
1978,pop_1,cha_9,2314
1979,pop_1,cha_9,2291
1980,pop_1,cha_9,2270
1981,pop_1,cha_9,2160
1982,pop_1,cha_9,2127
1983,pop_1,cha_9,2079
1984,pop_1,cha_9,1924
1985,pop_1,cha_9,1835
1986,pop_1,cha_9,1784
1987,pop_1,cha_9,1747
1988,pop_1,cha_9,1713
1989,pop_1,cha_9,1692
1990,pop_1,cha_9,1622
1991,pop_1,cha_9,1492
1992,pop_1,cha_9,1418
1993,pop_1,cha_9,1249
1994,pop_1,cha_9,1154
1995,pop_1,cha_9,1140
1996,pop_1,cha_9,1113
1997,pop_1,cha_9,1021
1998,pop_1,cha_9,1016
1999,pop_1,cha_9,1031
2000,pop_1,cha_9,1143
2001,pop_1,cha_9,1171
2002,pop_1,cha_9,1180
2003,pop_1,cha_9,1138
2004,pop_1,cha_9,1134
2005,pop_1,cha_9,1125
2006,pop_1,cha_9,1118
2007,pop_1,cha_9,1139
2008,pop_1,cha_9,1134
2009,pop_1,cha_9,1077
2010,pop_1,cha_9,1080
2011,pop_1,cha_9,1050
2012,pop_1,cha_9,996
2013,pop_1,cha_9,976
2014,pop_1,cha_9,930
2015,pop_1,cha_9,961
2016,pop_1,cha_9,959
2017,pop_1,cha_9,979
2018,pop_1,cha_9,1031
2019,pop_1,cha_9,1019
2020,pop_1,cha_9,1002
1975,pop_4,cha_9,1838
1976,pop_4,cha_9,1801
1977,pop_4,cha_9,1766
1978,pop_4,cha_9,1721
1979,pop_4,cha_9,1681
1980,pop_4,cha_9,1587
1981,pop_4,cha_9,1521
1982,pop_4,cha_9,1464
1983,pop_4,cha_9,1404
1984,pop_4,cha_9,1301
1985,pop_4,cha_9,1253
1986,pop_4,cha_9,1177
1987,pop_4,cha_9,1166
1988,pop_4,cha_9,1097
1989,pop_4,cha_9,1087
1990,pop_4,cha_9,1034
1991,pop_4,cha_9,968
1992,pop_4,cha_9,887
1993,pop_4,cha_9,797
1994,pop_4,cha_9,694
1995,pop_4,cha_9,665
1996,pop_4,cha_9,614
1997,pop_4,cha_9,555
1998,pop_4,cha_9,564
1999,pop_4,cha_9,584
2000,pop_4,cha_9,689
2001,pop_4,cha_9,718
2002,pop_4,cha_9,742
2003,pop_4,cha_9,720
2004,pop_4,cha_9,706
2005,pop_4,cha_9,693
2006,pop_4,cha_9,650
2007,pop_4,cha_9,695
2008,pop_4,cha_9,711
2009,pop_4,cha_9,705
2010,pop_4,cha_9,680
2011,pop_4,cha_9,666
2012,pop_4,cha_9,636
2013,pop_4,cha_9,627
2014,pop_4,cha_9,624
2015,pop_4,cha_9,625
2016,pop_4,cha_9,628
2017,pop_4,cha_9,652
2018,pop_4,cha_9,673
2019,pop_4,cha_9,706
2020,pop_4,cha_9,699
1975,pop_2,cha_9,8007
1976,pop_2,cha_9,8099
1977,pop_2,cha_9,8138
1978,pop_2,cha_9,8189
1979,pop_2,cha_9,8253
1980,pop_2,cha_9,8353
1981,pop_2,cha_9,8347
1982,pop_2,cha_9,8367
1983,pop_2,cha_9,8404
1984,pop_2,cha_9,8401
1985,pop_2,cha_9,8436
1986,pop_2,cha_9,8490
1987,pop_2,cha_9,8586
1988,pop_2,cha_9,8682
1989,pop_2,cha_9,8860
1990,pop_2,cha_9,8935
