année,pop_id,dip_id,nombre_employe,nombre_chomeur
1991,pop_2,dip_5,536,25
1992,pop_2,dip_5,520,32
1993,pop_2,dip_5,515,43
1994,pop_2,dip_5,527,42
1995,pop_2,dip_5,519,46
1996,pop_2,dip_5,528,43
1997,pop_2,dip_5,491,50
1998,pop_2,dip_5,493,47
1999,pop_2,dip_5,478,47
2000,pop_2,dip_5,477,43
2001,pop_2,dip_5,500,40
2002,pop_2,dip_5,504,41
2003,pop_2,dip_5,520,45
2004,pop_2,dip_5,540,45
2005,pop_2,dip_5,577,58
2006,pop_2,dip_5,615,57
2007,pop_2,dip_5,604,52
2008,pop_2,dip_5,612,45
2009,pop_2,dip_5,582,63
2010,pop_2,dip_5,525,76
2011,pop_2,dip_5,517,67
2012,pop_2,dip_5,489,71
2013,pop_2,dip_5,391,67
2014,pop_2,dip_5,346,61
2015,pop_2,dip_5,328,54
2016,pop_2,dip_5,319,51
2017,pop_2,dip_5,337,55
2018,pop_2,dip_5,299,52
2019,pop_2,dip_5,287,48
2020,pop_2,dip_5,318,37
1982,pop_3,dip_5,111,6
1983,pop_3,dip_5,100,5
1984,pop_3,dip_5,103,5
1985,pop_3,dip_5,103,5
1986,pop_3,dip_5,106,4
1987,pop_3,dip_5,99,5
1988,pop_3,dip_5,100,4
1989,pop_3,dip_5,110,5
1990,pop_3,dip_5,109,5
1991,pop_3,dip_5,98,4
1992,pop_3,dip_5,92,7
1993,pop_3,dip_5,100,6
1994,pop_3,dip_5,106,10
1995,pop_3,dip_5,109,8
1996,pop_3,dip_5,112,7
1997,pop_3,dip_5,117,12
1998,pop_3,dip_5,124,11
1999,pop_3,dip_5,138,16
2000,pop_3,dip_5,153,12
2001,pop_3,dip_5,164,8
2002,pop_3,dip_5,173,10
2003,pop_3,dip_5,187,10
2004,pop_3,dip_5,190,10
2005,pop_3,dip_5,218,9
2006,pop_3,dip_5,251,8
2007,pop_3,dip_5,267,14
2008,pop_3,dip_5,269,13
2009,pop_3,dip_5,269,16
2010,pop_3,dip_5,285,17
2011,pop_3,dip_5,279,15
2012,pop_3,dip_5,262,16
2013,pop_3,dip_5,270,19
2014,pop_3,dip_5,239,17
2015,pop_3,dip_5,230,22
2016,pop_3,dip_5,234,21
2017,pop_3,dip_5,226,18
2018,pop_3,dip_5,212,13
2019,pop_3,dip_5,203,11
2020,pop_3,dip_5,223,14
1982,pop_4,dip_5,187,32
1983,pop_4,dip_5,175,31
1984,pop_4,dip_5,163,41
1985,pop_4,dip_5,162,34
1986,pop_4,dip_5,155,35
1987,pop_4,dip_5,140,29
1988,pop_4,dip_5,135,28
1989,pop_4,dip_5,128,22
1990,pop_4,dip_5,121,22
1991,pop_4,dip_5,99,22
1992,pop_4,dip_5,92,25
1993,pop_4,dip_5,103,24
1994,pop_4,dip_5,85,25
1995,pop_4,dip_5,86,22
1996,pop_4,dip_5,87,20
1997,pop_4,dip_5,75,22
1998,pop_4,dip_5,79,21
1999,pop_4,dip_5,74,22
2000,pop_4,dip_5,84,18
2001,pop_4,dip_5,88,21
2002,pop_4,dip_5,86,20
2003,pop_4,dip_5,83,27
2004,pop_4,dip_5,75,32
2005,pop_4,dip_5,73,36
2006,pop_4,dip_5,98,49
2007,pop_4,dip_5,104,43
2008,pop_4,dip_5,98,38
2009,pop_4,dip_5,100,51
2010,pop_4,dip_5,84,52
2011,pop_4,dip_5,87,47
2012,pop_4,dip_5,81,43
2013,pop_4,dip_5,70,41
2014,pop_4,dip_5,59,32
2015,pop_4,dip_5,69,31
2016,pop_4,dip_5,53,28
2017,pop_4,dip_5,59,30
2018,pop_4,dip_5,64,26
2019,pop_4,dip_5,65,26
2020,pop_4,dip_5,45,24
1982,pop_5,dip_5,478,25
1983,pop_5,dip_5,478,31
1984,pop_5,dip_5,514,42
1985,pop_5,dip_5,530,44
1986,pop_5,dip_5,561,46
1987,pop_5,dip_5,549,58
1988,pop_5,dip_5,599,51
1989,pop_5,dip_5,651,58
1990,pop_5,dip_5,679,54
1991,pop_5,dip_5,650,56
1992,pop_5,dip_5,643,63
1993,pop_5,dip_5,674,64
1994,pop_5,dip_5,693,73
1995,pop_5,dip_5,702,70
1996,pop_5,dip_5,697,71
1997,pop_5,dip_5,648,73
1998,pop_5,dip_5,639,68
1999,pop_5,dip_5,618,66
2000,pop_5,dip_5,602,63
2001,pop_5,dip_5,602,59
2002,pop_5,dip_5,608,53
2003,pop_5,dip_5,590,60
2004,pop_5,dip_5,584,68
2005,pop_5,dip_5,554,75
2006,pop_5,dip_5,610,76
2007,pop_5,dip_5,606,63
2008,pop_5,dip_5,592,61
2009,pop_5,dip_5,536,70
2010,pop_5,dip_5,525,75
2011,pop_5,dip_5,499,73
2012,pop_5,dip_5,432,69
2013,pop_5,dip_5,336,66
2014,pop_5,dip_5,284,49
2015,pop_5,dip_5,256,50
2016,pop_5,dip_5,238,49
2017,pop_5,dip_5,244,44
2018,pop_5,dip_5,226,43
2019,pop_5,dip_5,194,45
2020,pop_5,dip_5,205,37
1982,pop_6,dip_5,140,3
1983,pop_6,dip_5,131,2
1984,pop_6,dip_5,131,3
1985,pop_6,dip_5,132,3
1986,pop_6,dip_5,130,3
1987,pop_6,dip_5,131,3
1988,pop_6,dip_5,126,4
1989,pop_6,dip_5,137,4
1990,pop_6,dip_5,131,4
1991,pop_6,dip_5,121,4
1992,pop_6,dip_5,113,5
1993,pop_6,dip_5,127,5
1994,pop_6,dip_5,129,6
1995,pop_6,dip_5,149,5
1996,pop_6,dip_5,147,5
1997,pop_6,dip_5,161,9
1998,pop_6,dip_5,160,7
1999,pop_6,dip_5,182,6
2000,pop_6,dip_5,195,8
2001,pop_6,dip_5,190,9
2002,pop_6,dip_5,211,7
2003,pop_6,dip_5,231,8
2004,pop_6,dip_5,238,10
2005,pop_6,dip_5,290,15
2006,pop_6,dip_5,300,13
2007,pop_6,dip_5,337,16
2008,pop_6,dip_5,329,16
2009,pop_6,dip_5,321,15
2010,pop_6,dip_5,340,20
2011,pop_6,dip_5,357,22
2012,pop_6,dip_5,372,23
2013,pop_6,dip_5,333,25
2014,pop_6,dip_5,323,21
2015,pop_6,dip_5,345,21
2016,pop_6,dip_5,324,22
2017,pop_6,dip_5,314,20
2018,pop_6,dip_5,303,21
2019,pop_6,dip_5,282,18
2020,pop_6,dip_5,268,19
1982,pop_1,dip_6,853,164
1983,pop_1,dip_6,770,181
1984,pop_1,dip_6,655,219
1985,pop_1,dip_6,665,230
1986,pop_1,dip_6,620,213
1987,pop_1,dip_6,637,183
1988,pop_1,dip_6,623,172
1989,pop_1,dip_6,618,143
1990,pop_1,dip_6,576,143
1991,pop_1,dip_6,515,141
1992,pop_1,dip_6,464,140
1993,pop_1,dip_6,374,143
1994,pop_1,dip_6,345,136
1995,pop_1,dip_6,331,114
1996,pop_1,dip_6,312,125
1997,pop_1,dip_6,264,117
1998,pop_1,dip_6,270,114
1999,pop_1,dip_6,245,110
2000,pop_1,dip_6,235,95
2001,pop_1,dip_6,240,91
2002,pop_1,dip_6,239,92
2003,pop_1,dip_6,234,98
2004,pop_1,dip_6,223,96
2005,pop_1,dip_6,226,106
2006,pop_1,dip_6,213,107
2007,pop_1,dip_6,220,103
2008,pop_1,dip_6,177,97
2009,pop_1,dip_6,162,117
2010,pop_1,dip_6,184,112
2011,pop_1,dip_6,166,109
2012,pop_1,dip_6,141,110
2013,pop_1,dip_6,125,89
2014,pop_1,dip_6,100,80
2015,pop_1,dip_6,94,81
2016,pop_1,dip_6,99,82
2017,pop_1,dip_6,98,81
2018,pop_1,dip_6,111,73
2019,pop_1,dip_6,98,62
2020,pop_1,dip_6,99,54
1982,pop_2,dip_6,3684,178
1983,pop_2,dip_6,3574,189
1984,pop_2,dip_6,3426,236
1985,pop_2,dip_6,3346,247
1986,pop_2,dip_6,3202,263
1987,pop_2,dip_6,3104,275
1988,pop_2,dip_6,2971,269
1989,pop_2,dip_6,2946,259
1990,pop_2,dip_6,2872,255
1991,pop_2,dip_6,2840,263
1992,pop_2,dip_6,2806,303
1993,pop_2,dip_6,2650,332
1994,pop_2,dip_6,2527,360
1995,pop_2,dip_6,2483,332
1996,pop_2,dip_6,2465,351
1997,pop_2,dip_6,2368,349
1998,pop_2,dip_6,2266,329
1999,pop_2,dip_6,2169,329
2000,pop_2,dip_6,2151,265
2001,pop_2,dip_6,2055,227
2002,pop_2,dip_6,1953,238
2003,pop_2,dip_6,1840,251
2004,pop_2,dip_6,1767,269
2005,pop_2,dip_6,1672,254
2006,pop_2,dip_6,1539,244
2007,pop_2,dip_6,1455,226
2008,pop_2,dip_6,1440,205
2009,pop_2,dip_6,1321,240
2010,pop_2,dip_6,1285,256
2011,pop_2,dip_6,1264,252
2012,pop_2,dip_6,1224,252
2013,pop_2,dip_6,1073,246
2014,pop_2,dip_6,946,231
2015,pop_2,dip_6,883,234
2016,pop_2,dip_6,845,219
2017,pop_2,dip_6,837,204
2018,pop_2,dip_6,825,173
2019,pop_2,dip_6,806,149
2020,pop_2,dip_6,731,134
1982,pop_3,dip_6,1975,74
1983,pop_3,dip_6,1871,84
1984,pop_3,dip_6,1811,87
1985,pop_3,dip_6,1756,101
1986,pop_3,dip_6,1684,102
1987,pop_3,dip_6,1567,100
1988,pop_3,dip_6,1539,94
1989,pop_3,dip_6,1461,85
1990,pop_3,dip_6,1407,77
1991,pop_3,dip_6,1300,73
1992,pop_3,dip_6,1216,84
1993,pop_3,dip_6,1127,78
1994,pop_3,dip_6,1046,78
1995,pop_3,dip_6,1003,75
1996,pop_3,dip_6,997,81
1997,pop_3,dip_6,976,92
1998,pop_3,dip_6,969,90
1999,pop_3,dip_6,963,89
2000,pop_3,dip_6,980,76
2001,pop_3,dip_6,987,64
2002,pop_3,dip_6,1012,67
2003,pop_3,dip_6,1004,72
2004,pop_3,dip_6,978,73
2005,pop_3,dip_6,929,71
2006,pop_3,dip_6,923,74
2007,pop_3,dip_6,891,66
2008,pop_3,dip_6,871,63
2009,pop_3,dip_6,896,77
2010,pop_3,dip_6,856,78
2011,pop_3,dip_6,843,84
2012,pop_3,dip_6,875,104
2013,pop_3,dip_6,793,101
2014,pop_3,dip_6,707,95
2015,pop_3,dip_6,695,100
2016,pop_3,dip_6,679,100
2017,pop_3,dip_6,723,95
2018,pop_3,dip_6,722,81
2019,pop_3,dip_6,686,78
2020,pop_3,dip_6,638,59
1982,pop_4,dip_6,527,212
1983,pop_4,dip_6,477,203
1984,pop_4,dip_6,401,232
1985,pop_4,dip_6,364,227
1986,pop_4,dip_6,355,207
1987,pop_4,dip_6,357,207
1988,pop_4,dip_6,328,171
1989,pop_4,dip_6,339,153
1990,pop_4,dip_6,313,133
1991,pop_4,dip_6,280,120
1992,pop_4,dip_6,248,119
1993,pop_4,dip_6,218,107
1994,pop_4,dip_6,182,108
1995,pop_4,dip_6,167,107
1996,pop_4,dip_6,152,88
1997,pop_4,dip_6,135,75
1998,pop_4,dip_6,123,68
1999,pop_4,dip_6,125,64
2000,pop_4,dip_6,118,59
2001,pop_4,dip_6,106,58
2002,pop_4,dip_6,110,52
2003,pop_4,dip_6,102,59
2004,pop_4,dip_6,96,63
2005,pop_4,dip_6,97,61
2006,pop_4,dip_6,77,63
2007,pop_4,dip_6,67,56
2008,pop_4,dip_6,76,47
2009,pop_4,dip_6,79,55
2010,pop_4,dip_6,70,58
2011,pop_4,dip_6,70,56
2012,pop_4,dip_6,67,56
2013,pop_4,dip_6,56,60
2014,pop_4,dip_6,52,43
2015,pop_4,dip_6,43,42
2016,pop_4,dip_6,40,45
2017,pop_4,dip_6,37,32
2018,pop_4,dip_6,32,27
2019,pop_4,dip_6,32,31
2020,pop_4,dip_6,31,32
1982,pop_5,dip_6,2442,220
1983,pop_5,dip_6,2436,228
1984,pop_5,dip_6,2375,244
1985,pop_5,dip_6,2316,284
1986,pop_5,dip_6,2248,309
1987,pop_5,dip_6,2139,327
1988,pop_5,dip_6,2049,345
1989,pop_5,dip_6,2055,345
1990,pop_5,dip_6,2033,337
1991,pop_5,dip_6,2045,338
1992,pop_5,dip_6,2054,370
1993,pop_5,dip_6,1973,376
1994,pop_5,dip_6,1922,395
1995,pop_5,dip_6,1908,373
1996,pop_5,dip_6,1849,390
1997,pop_5,dip_6,1786,371
1998,pop_5,dip_6,1714,362
1999,pop_5,dip_6,1610,348
2000,pop_5,dip_6,1532,327
2001,pop_5,dip_6,1485,286
2002,pop_5,dip_6,1407,253
2003,pop_5,dip_6,1338,254
2004,pop_5,dip_6,1284,236
2005,pop_5,dip_6,1213,243
2006,pop_5,dip_6,1105,231
2007,pop_5,dip_6,1048,194
2008,pop_5,dip_6,965,181
2009,pop_5,dip_6,885,196
2010,pop_5,dip_6,863,214
2011,pop_5,dip_6,816,207
2012,pop_5,dip_6,752,203
2013,pop_5,dip_6,693,193
2014,pop_5,dip_6,622,165
2015,pop_5,dip_6,556,152
2016,pop_5,dip_6,503,169
2017,pop_5,dip_6,532,163
2018,pop_5,dip_6,505,137
2019,pop_5,dip_6,459,113
2020,pop_5,dip_6,439,94
1982,pop_6,dip_6,1310,74
1983,pop_6,dip_6,1247,69
1984,pop_6,dip_6,1236,78
1985,pop_6,dip_6,1194,80
1986,pop_6,dip_6,1157,74
1987,pop_6,dip_6,1146,88
1988,pop_6,dip_6,1110,90
1989,pop_6,dip_6,1094,86
1990,pop_6,dip_6,1046,81
1991,pop_6,dip_6,1010,84
1992,pop_6,dip_6,951,81
1993,pop_6,dip_6,908,72
1994,pop_6,dip_6,883,69
1995,pop_6,dip_6,851,66
1996,pop_6,dip_6,826,75
1997,pop_6,dip_6,812,83
1998,pop_6,dip_6,812,84
1999,pop_6,dip_6,862,88
2000,pop_6,dip_6,852,81
2001,pop_6,dip_6,869,69
2002,pop_6,dip_6,897,69
2003,pop_6,dip_6,937,76
2004,pop_6,dip_6,989,81
2005,pop_6,dip_6,967,81
2006,pop_6,dip_6,963,81
2007,pop_6,dip_6,924,70
2008,pop_6,dip_6,872,63
2009,pop_6,dip_6,913,74
2010,pop_6,dip_6,907,82
2011,pop_6,dip_6,896,82
2012,pop_6,dip_6,892,88
2013,pop_6,dip_6,838,89
2014,pop_6,dip_6,794,93
2015,pop_6,dip_6,738,90
2016,pop_6,dip_6,721,82
2017,pop_6,dip_6,709,84
2018,pop_6,dip_6,651,84
2019,pop_6,dip_6,599,67
2020,pop_6,dip_6,565,50
